0,order_id,chinese_zodiac,zodiac
0,100016140383199232,牛,白羊座
0,100016245576335360,兔,巨蟹座
0,100016487440887808,羊,狮子座
0,100016562254675968,虎,狮子座
0,100016662322393088,虎,巨蟹座
0,100016762465583104,猪,天秤座
0,100016809903173632,羊,巨蟹座
0,100016879922884608,虎,金牛座
0,100016941415571456,龙,双子座
0,100017069866123264,牛,水瓶座
0,100017190926331904,鼠,射手座
0,100017221829959680,蛇,白羊座
0,100017226712133632,猪,白羊座
0,100017342323929088,龙,白羊座
0,100017528265801728,狗,天秤座
0,100018275011305472,牛,天蝎座
0,100018464312827904,狗,白羊座
0,100018825127821312,鸡,双子座
0,100019162488287232,狗,摩羯座
0,100019243773898752,牛,处女座
0,100019272660058112,牛,双子座
0,100019276019703808,狗,狮子座
0,100019742136905728,兔,巨蟹座
0,100020040687452160,虎,天蝎座
0,100020257520394240,鸡,巨蟹座
0,100020310158913536,猪,金牛座
0,100020607094652928,猪,双鱼座
0,100020784622764032,狗,狮子座
0,100021102739763200,狗,白羊座
0,100021208750796800,虎,天秤座
0,100021222843645952,猪,天蝎座
0,100021330586927104,狗,处女座
0,100021524409909248,狗,巨蟹座
0,100021542982295552,马,巨蟹座
0,100021761534885888,兔,巨蟹座
0,100021874772713472,猴,摩羯座
0,100021885120065536,狗,白羊座
0,100022234438475776,牛,双子座
0,100022337198915584,鼠,水瓶座
0,100022418996232192,兔,处女座
0,100022446246637568,羊,水瓶座
0,100022454211616768,狗,狮子座
0,100022785356115968,狗,双鱼座
0,100022897553747968,猪,天蝎座
0,100022921478045696,鸡,天蝎座
0,100023405496532992,鼠,天蝎座
0,100023450790830080,猪,狮子座
0,100023546571956224,鸡,双子座
0,100023622778265600,鸡,水瓶座
0,100023936566734848,猪,狮子座
0,100023962084880384,鼠,水瓶座
0,100023988559323136,马,双鱼座
0,100024957925892096,猪,巨蟹座
0,100025282963472384,马,狮子座
0,100025641920397312,鼠,水瓶座
0,100025716415430656,鼠,摩羯座
0,100026010280960000,虎,双子座
0,100026189251915776,猴,狮子座
0,100026397058695168,牛,天蝎座
0,100026416146980864,兔,狮子座
0,100027100120514560,虎,射手座
0,100027126070685696,马,双子座
0,100027159310540800,羊,双鱼座
0,100027311966429184,鸡,天秤座
0,100027399434448896,猪,天秤座
0,100027643974942720,羊,天秤座
0,100028109060354048,牛,狮子座
0,100028221610307584,龙,白羊座
0,100028826231808000,马,天蝎座
0,100028849258541056,虎,天秤座
0,100028894431182848,龙,处女座
0,100028950148329472,虎,射手座
0,100029052371906560,马,双鱼座
0,100029340843540480,马,巨蟹座
0,100029394656468992,龙,水瓶座
0,100029571412832256,猴,天蝎座
0,100030172804710400,马,天蝎座
0,100030181038129152,虎,巨蟹座
0,100030535662346240,鸡,水瓶座
0,100030598958579712,马,双鱼座
0,100031083224543232,蛇,天秤座
0,100031238304739328,牛,处女座
0,100031255740461056,马,处女座
0,100031331799969792,马,天蝎座
0,100031763494510592,牛,天秤座
0,100031890854543360,猪,处女座
0,100032024430551040,蛇,水瓶座
0,100032059096465408,马,水瓶座
0,100032096140566528,鸡,射手座
0,100032330153361408,牛,白羊座
0,100032613558300672,龙,天秤座
0,100032640523481088,虎,金牛座
0,100033347037212672,羊,射手座
0,100033359016132608,马,白羊座
0,100033773488877568,鼠,射手座
0,100033820490244096,兔,金牛座
0,100033887636860928,鸡,狮子座
0,100034027131019264,狗,狮子座
0,100034119946772480,龙,天秤座
0,100034192453709824,狗,天蝎座
0,100034334045020160,龙,天秤座
0,100034809649733632,狗,白羊座
0,100035257026785280,马,天蝎座
0,100035427722362880,兔,天蝎座
0,100035620131864576,猪,处女座
0,100036087599640576,龙,巨蟹座
0,100036354223153152,鸡,双鱼座
0,100036439476580352,猪,水瓶座
0,100036462608154624,猴,狮子座
0,100036493885079552,马,射手座
0,100036602706296832,马,射手座
0,100036965056413696,猪,天秤座
0,100037031326429184,鼠,水瓶座
0,100037036229566464,鼠,天秤座
0,100037135466803200,鸡,巨蟹座
0,100037219327717376,鸡,狮子座
0,100037417156247552,狗,狮子座
0,100037850587242496,狗,狮子座
0,100037883957116928,鼠,处女座
0,100038334391812096,牛,巨蟹座
0,100038644728373248,龙,处女座
0,100038648910098432,鸡,天蝎座
0,100039570486755328,马,双鱼座
0,100039597653274624,兔,天蝎座
0,100040162470830080,鸡,狮子座
0,100040431745150976,鼠,狮子座
0,100040727393247232,猪,天秤座
0,100040922982023168,猪,处女座
0,100041978700935168,马,巨蟹座
0,100042008648261632,牛,白羊座
0,100042262172958720,马,射手座
0,100043135334785024,猪,白羊座
0,100043210161160192,狗,天蝎座
0,100043392919580672,兔,天秤座
0,100044142177460224,鼠,天蝎座
0,100044451729678336,羊,巨蟹座
0,100045764093849600,狗,双鱼座
0,100046008940535808,狗,处女座
0,100046149999165440,蛇,巨蟹座
0,100046158840766464,龙,天秤座
0,100046518175178752,虎,金牛座
0,100046778180087808,马,天蝎座
0,100047050512052224,羊,巨蟹座
0,100047308516270080,虎,狮子座
0,100048338440204288,鸡,摩羯座
0,100049636807974912,猪,天秤座
0,100049670848950272,羊,天蝎座
0,100050064832495616,鼠,水瓶座
0,100050125784133632,鸡,双子座
0,100050366604292096,牛,水瓶座
0,100050985398345728,羊,处女座
0,100051053698383872,猴,狮子座
0,100051275707097088,虎,双鱼座
0,100051355130429440,猴,射手座
0,100051599066955776,狗,天蝎座
0,100052967156645888,猴,射手座
0,100053095988899840,羊,处女座
0,100053198497689600,鸡,狮子座
0,100054037547220992,虎,处女座
0,100054516478029824,兔,巨蟹座
0,100055049414684672,龙,天秤座
0,100055073297051648,牛,天秤座
0,100055884240564224,鼠,双鱼座
0,100056367168520192,虎,双鱼座
0,100056647490633728,狗,天秤座
0,100058130307129344,鸡,水瓶座
0,100059583637651456,兔,处女座
0,100059596031832064,狗,狮子座
0,100060400579018752,蛇,射手座
0,100060600857042944,兔,处女座
0,100061550086762496,猴,天秤座
0,100062200589746176,兔,处女座
0,100062325844246528,马,巨蟹座
0,100062343829430272,兔,天蝎座
0,100063432138076160,兔,处女座
0,100063561855311872,兔,天蝎座
0,100063580348002304,牛,摩羯座
0,100063832882839552,狗,处女座
0,100063995676372992,马,水瓶座
0,100064903332134912,狗,处女座
0,100065587020476416,龙,摩羯座
0,100065640304910336,马,摩羯座
0,100065866394664960,牛,金牛座
0,100066680177733632,鸡,金牛座
0,100066757021577216,鼠,水瓶座
0,100067519093055488,马,水瓶座
0,100067564559302656,猪,白羊座
0,100067676987629568,鸡,天蝎座
0,100068800268369920,兔,天秤座
0,100068927599063040,龙,白羊座
0,100070293117632512,龙,白羊座
0,100072590354710528,鸡,巨蟹座
0,100072878948003840,虎,白羊座
0,100073995270397952,虎,双子座
0,100074410988830720,猴,天蝎座
0,100074591134195712,猴,射手座
0,100076061720096768,马,金牛座
0,100076361814147072,羊,金牛座
0,100076841214705664,猴,天秤座
0,100081343003131904,蛇,双鱼座
0,100081813465628672,狗,天秤座
0,100081819094396928,狗,双子座
0,100082102792912896,鸡,处女座
0,100082924389965824,虎,巨蟹座
0,100083153944215552,龙,射手座
0,100083456743616512,猴,射手座
0,100084236171128832,狗,狮子座
0,100084984208465920,狗,天蝎座
0,100086418723340288,猴,射手座
0,100087323514413056,龙,天蝎座
0,100089791270924288,兔,双子座
0,100090271250292736,牛,射手座
0,100092047097626624,牛,金牛座
0,100092254459830272,鸡,狮子座
0,100094365255892992,兔,天蝎座
0,100094863677628416,猴,天秤座
0,100097910449418240,鸡,处女座
0,100098549061558272,狗,双子座
0,100100626751979520,牛,狮子座
0,100102374820446208,羊,巨蟹座
0,100102868649410560,牛,狮子座
0,100102944763445248,羊,金牛座
0,100103844210974720,龙,金牛座
0,100104114835861504,牛,天秤座
0,100104208658247680,羊,天秤座
0,100104308499456000,兔,巨蟹座
0,100105503074975744,狗,双子座
0,100105868461780992,狗,处女座
0,100105894403538944,马,天秤座
0,100106117628604416,龙,狮子座
0,100106175170248704,龙,双子座
0,100106213120319488,鼠,天蝎座
0,100106709633630208,猴,天秤座
0,100107000793825280,猪,金牛座
0,100107143471472640,猴,射手座
0,100108116935876608,马,双子座
0,100108693262606336,蛇,巨蟹座
0,100109071035179008,虎,双鱼座
0,100109233992282112,猪,双鱼座
0,100109330612264960,虎,射手座
0,100109758150246400,虎,天蝎座
0,100109919467380736,鼠,天蝎座
0,100109985842241536,鸡,金牛座
0,100111496739594240,猴,处女座
0,100112322761633792,兔,摩羯座
0,100113104516984832,羊,金牛座
0,100113344506667008,羊,双子座
0,100113503965708288,马,射手座
0,100114315441909760,马,巨蟹座
0,100114416717570048,虎,金牛座
0,100114523731046400,猪,巨蟹座
0,100114689536073728,马,巨蟹座
0,100115741702402048,鸡,摩羯座
0,100115939556110336,牛,天蝎座
0,100116334646960128,鸡,金牛座
0,100116905114251264,猪,射手座
0,100117958681468928,兔,处女座
0,100118122926223360,龙,摩羯座
0,100118422466625536,鼠,摩羯座
0,100118675492216832,羊,金牛座
0,100118808392933376,鸡,狮子座
0,100118865385136128,牛,水瓶座
0,100119009178464256,虎,射手座
0,100119528387162112,猪,天秤座
0,100120200323051520,虎,双子座
0,100120497590149120,猪,水瓶座
0,100120912025124864,羊,狮子座
0,100120935962030080,鼠,金牛座
0,100121005675556864,马,射手座
0,100121034993741824,狗,双子座
0,100121596896260096,牛,摩羯座
0,100121755717771264,鼠,天秤座
0,100121852232900608,牛,双鱼座
0,100122310133448704,龙,天秤座
0,100122311110729728,羊,狮子座
0,100122455914872832,狗,金牛座
0,100122786245681152,兔,水瓶座
0,100122810966900736,羊,白羊座
0,100123191646134272,猴,射手座
0,100123415030562816,狗,白羊座
0,100123627316879360,狗,摩羯座
0,100123763740815360,猴,金牛座
0,100124158345129984,狗,白羊座
0,100124483911200768,龙,天蝎座
0,100124660889853952,蛇,巨蟹座
0,100124996589363200,虎,白羊座
0,100125711252627456,蛇,双子座
0,100125962088775680,鼠,双子座
0,100126125821829120,马,巨蟹座
0,100126337730641920,蛇,狮子座
0,100128412476678144,猴,天秤座
0,100128633369702400,羊,射手座
0,100128736377614336,马,白羊座
0,100129672558845952,鼠,天蝎座
0,100129971486892032,鸡,天秤座
0,100130337456693248,猪,摩羯座
0,100130389260541952,马,水瓶座
0,100130894728691712,鼠,双鱼座
0,100131478487728128,鼠,射手座
0,100131895388975104,蛇,金牛座
0,100131969678487552,猴,双子座
0,100132192974839808,兔,水瓶座
0,100132437129461760,猪,天秤座
0,100132524698148864,兔,射手座
0,100132532650553344,猴,水瓶座
0,100132624182849536,猴,射手座
0,100132696735920128,猪,天蝎座
0,100132846514515968,马,狮子座
0,100133034897481728,猪,双子座
0,100133298517876736,猪,巨蟹座
0,100133621751914496,鼠,天蝎座
0,100133734276702208,牛,双子座
0,100133740555567104,狗,金牛座
0,100133795173793792,龙,天秤座
0,100134063101747200,蛇,天秤座
0,100134230798413824,蛇,双鱼座
0,100134369696980992,牛,双子座
0,100134748409081856,马,处女座
0,100134775449759744,鼠,天秤座
0,100134806646988800,蛇,射手座
0,100134922648846336,猪,天秤座
0,100135152177938432,鸡,狮子座
0,100135962068692992,马,金牛座
0,100136035917799424,兔,巨蟹座
0,100136039747190784,鸡,狮子座
0,100136187906797568,鼠,天蝎座
0,100136218130948096,狗,双子座
0,100136231611445248,鸡,白羊座
0,100136606317969408,猴,狮子座
0,100136608545157120,狗,双子座
0,100136648600760320,蛇,天蝎座
0,100136788912807936,蛇,天蝎座
0,100136973734813696,鸡,狮子座
0,100137210507460608,虎,天蝎座
0,100137514586120192,兔,金牛座
0,100137591220252672,羊,处女座
0,100137664331153408,猪,双鱼座
0,100137942866505728,虎,双子座
0,100138002446589952,蛇,射手座
0,100138020192690176,狗,摩羯座
0,100138213646565376,狗,摩羯座
0,100138612487127040,牛,双子座
0,100138649468313600,猴,双鱼座
0,100138764476133376,狗,双鱼座
0,100139066621206528,马,射手座
0,100139206262161408,蛇,天秤座
0,100139398113820672,鸡,金牛座
0,100139429151682560,兔,水瓶座
0,100139645066059776,猴,狮子座
0,100139810896261120,羊,白羊座
0,100139840059244544,鼠,白羊座
0,100139906014683136,马,双子座
0,100140108217876480,龙,双子座
0,100140256499113984,猪,水瓶座
0,100140378133921792,蛇,天秤座
0,100140420177625088,鼠,白羊座
0,100140438737420288,羊,处女座
0,100140512204849152,猪,双鱼座
0,100140892561125376,猴,巨蟹座
0,100140963033808896,牛,狮子座
0,100141009875808256,兔,天秤座
0,100141090481930240,鼠,处女座
0,100141100963504128,鼠,天秤座
0,100141227778289664,鸡,天秤座
0,100141301753217024,虎,白羊座
0,100141456342687744,龙,摩羯座
0,100141472868237312,龙,狮子座
0,100141570478092288,猪,水瓶座
0,100141583249747968,兔,天蝎座
0,100141852767322112,龙,天蝎座
0,100141939119665152,兔,天蝎座
0,100141985319911424,猴,狮子座
0,100142051027890176,虎,金牛座
0,100142091519700992,虎,天秤座
0,100142382960914432,马,射手座
0,100142617049202688,马,摩羯座
0,100142746602876928,蛇,白羊座
0,100142849170386944,猴,巨蟹座
0,100142928652435456,牛,白羊座
0,100143115387052032,鼠,水瓶座
0,100143466949419008,鸡,巨蟹座
0,100143472871776256,狗,白羊座
0,100143601368473600,虎,处女座
0,100143678241681408,狗,天秤座
0,100143741516947456,猴,天秤座
0,100143782621126656,鼠,天秤座
0,100143863357276160,猴,水瓶座
0,100143876951015424,龙,天秤座
0,100144095096766464,鸡,天蝎座
0,100144161802989568,猴,巨蟹座
0,100144216043716608,猴,摩羯座
0,100144282284367872,蛇,天秤座
0,100144294896644096,狗,水瓶座
0,100144350450188288,马,天蝎座
0,100144469320957952,鸡,水瓶座
0,100144511574376448,猴,双子座
0,100144646006026240,猴,巨蟹座
0,100144786406154240,鸡,天蝎座
0,100144847424880640,羊,白羊座
0,100144898289213440,龙,处女座
0,100144946204934144,兔,白羊座
0,100144970930368512,猴,双子座
0,100144988886171648,马,摩羯座
0,100145137972719616,蛇,处女座
0,100145166137458688,牛,白羊座
0,100145263361433600,猴,摩羯座
0,100145276032430080,鸡,双子座
0,100145296441901056,牛,射手座
0,100145382299312128,蛇,狮子座
0,100145437416665088,蛇,白羊座
0,100145475471585280,虎,天蝎座
0,100145516957446144,鸡,天蝎座
0,100145544958615552,兔,双子座
0,100145673631473664,虎,摩羯座
0,100145799204741120,龙,天秤座
0,100145826002149376,马,天蝎座
0,100146130517008384,鼠,天蝎座
0,100146475586592768,猪,金牛座
0,100146522902536192,蛇,巨蟹座
0,100146645443325952,鸡,双鱼座
0,100146648559689728,虎,处女座
0,100146715475607552,蛇,天秤座
0,100147014877609984,鸡,处女座
0,100147030044221440,猪,双鱼座
0,100147136399187968,鼠,金牛座
0,100147174470885376,兔,摩羯座
0,100147185795506176,猴,双鱼座
0,100147346194079744,鼠,天蝎座
0,100147369250172928,狗,狮子座
0,100147405862252544,鸡,天蝎座
0,100147740970360832,鸡,双鱼座
0,100147748801118208,蛇,白羊座
0,100147847757340672,鸡,处女座
0,100148115978891264,狗,狮子座
0,100148141715136512,虎,天蝎座
0,100148153861840896,蛇,天秤座
0,100148187202355200,猪,射手座
0,100148325480169472,猪,天蝎座
0,100148403301285888,蛇,白羊座
0,100148502714679296,龙,射手座
0,100148521891037184,狗,天蝎座
0,100148635070148608,猪,金牛座
0,100148671476703232,龙,白羊座
0,100148821540503552,鸡,巨蟹座
0,100148942814621696,龙,天蝎座
0,100149090672226304,龙,狮子座
0,100149152122974208,狗,金牛座
0,100149275846541312,羊,射手座
0,100149406830460928,狗,摩羯座
0,100149464200159232,马,射手座
0,100149500434751488,龙,双鱼座
0,100149540695879680,龙,双子座
0,100149694186434560,猴,白羊座
0,100149732648198144,蛇,摩羯座
0,100149771990761472,狗,狮子座
0,100149892358909952,羊,水瓶座
0,100149935472160768,蛇,双鱼座
0,100149974114271232,牛,天秤座
0,100149978501521408,牛,狮子座
0,100150121799909376,蛇,天秤座
0,100150140431007744,猴,水瓶座
0,100150181522604032,蛇,双子座
0,100150219795640320,马,处女座
0,100150318030434304,龙,狮子座
0,100150340071489536,虎,金牛座
0,100150396304531456,马,水瓶座
0,100150591230607360,牛,天秤座
0,100150683635331072,猴,天秤座
0,100150803835691008,兔,摩羯座
0,100150907216896000,羊,双鱼座
0,100150946479767552,羊,白羊座
0,100151040297959424,牛,双鱼座
0,100151066130690048,鸡,水瓶座
0,100151129359818752,鼠,双子座
0,100151196376399872,马,双鱼座
0,100151349145534464,兔,狮子座
0,100151450496696320,兔,射手座
0,100151477461884928,兔,天蝎座
0,100151486269927424,龙,双鱼座
0,100151492481679360,牛,天蝎座
0,100151595317637120,狗,白羊座
0,100151813643743232,狗,处女座
0,100151826046296064,龙,天秤座
0,100152066895806464,鸡,狮子座
0,100152077901672448,羊,狮子座
0,100152156372905984,蛇,狮子座
0,100152165508096000,猴,天蝎座
0,100152380919152640,猴,水瓶座
0,100152399189553152,羊,巨蟹座
0,100152399705440256,猪,狮子座
0,100152426880335872,龙,双鱼座
0,100152439563923456,鸡,双子座
0,100152440650235904,猴,处女座
0,100152480563240960,猪,狮子座
0,100152496711315456,龙,处女座
0,100152558212390912,马,处女座
0,100152667885051904,鼠,处女座
0,100152717562380288,鼠,金牛座
0,100152734897451008,龙,水瓶座
0,100152801700126720,狗,处女座
0,100152804954910720,猴,金牛座
0,100152833551663104,狗,摩羯座
0,100152863255724032,龙,狮子座
0,100152978766864384,鸡,双鱼座
0,100153059985367040,马,白羊座
0,100153143623983104,羊,双子座
0,100153184321314816,羊,水瓶座
0,100153192546336768,猪,水瓶座
0,100153211567513600,羊,天秤座
0,100153248167002112,虎,双鱼座
0,100153469454299136,马,巨蟹座
0,100153500223713280,猴,双子座
0,100153716565909504,蛇,天秤座
0,100153811516567552,猴,双鱼座
0,100153832894930944,鼠,射手座
0,100153900020563968,猴,双子座
0,100153908971208704,蛇,天蝎座
0,100153923395420160,龙,处女座
0,100154030962540544,虎,天蝎座
0,100154058523312128,马,白羊座
0,100154131328040960,鸡,双子座
0,100154144896622592,马,处女座
0,100154164223975424,兔,双子座
0,100154192472604672,狗,天蝎座
0,100154370189467648,鸡,狮子座
0,100154380893331456,鼠,天蝎座
0,100154408080814080,鸡,处女座
0,100154454440456192,兔,双子座
0,100154579443298304,鸡,金牛座
0,100154742794649600,鼠,金牛座
0,100154791033348096,蛇,巨蟹座
0,100154841943814144,鼠,双子座
0,100155021153828864,猴,处女座
0,100155146588684288,猴,处女座
0,100155199709556736,猴,巨蟹座
0,100155228989988864,羊,白羊座
0,100155251031056384,鼠,水瓶座
0,100155362675040256,鸡,巨蟹座
0,100155382799302656,羊,金牛座
0,100155604820598784,猪,天秤座
0,100155727659180032,猪,双鱼座
0,100155773335142400,兔,双子座
0,100155784068374528,羊,天秤座
0,100155897360723968,猪,白羊座
0,100155934744551424,鸡,处女座
0,100156021193351168,虎,白羊座
0,100156048422764544,猴,双子座
0,100156073299193856,兔,天秤座
0,100156153804660736,猴,双子座
0,100156312634568704,猴,射手座
0,100156423406133248,鸡,天秤座
0,100156438983770112,羊,金牛座
0,100156485842546688,羊,处女座
0,100156516419010560,猴,摩羯座
0,100156549625315328,虎,射手座
0,100156616839049216,马,射手座
0,100156619288510464,鸡,射手座
0,100156629853970432,羊,处女座
0,100156650838077440,狗,双子座
0,100156807897980928,兔,水瓶座
0,100156846884040704,鼠,双鱼座
0,100156915595128832,蛇,水瓶座
0,100156938672185344,猪,白羊座
0,100156996515823616,龙,天秤座
0,100157071208001536,马,射手座
0,100157149482102784,羊,双子座
0,100157160785747968,蛇,巨蟹座
0,100157190259113984,鼠,双鱼座
0,100157314712514560,鸡,双子座
0,100157370844884992,马,金牛座
0,100157534124933120,兔,天蝎座
0,100157645588561920,马,处女座
0,100157662994931712,马,白羊座
0,100157882327662592,猪,狮子座
0,100157910295293952,羊,金牛座
0,100157935855382528,狗,巨蟹座
0,100157938128683008,虎,白羊座
0,100158021163331584,兔,双子座
0,100158094605590528,鸡,天蝎座
0,100158106202845184,龙,双子座
0,100158125588905984,狗,天蝎座
0,100158169293565952,猪,处女座
0,100158184489529344,猴,狮子座
0,100158222141792256,龙,巨蟹座
0,100158306375999488,虎,处女座
0,100158524026814464,猪,狮子座
0,100158560366272512,狗,白羊座
0,100158895629578240,龙,处女座
0,100158901598072832,牛,处女座
0,100158905037402112,鼠,天蝎座
0,100159029792768000,牛,处女座
0,100159031625691136,蛇,水瓶座
0,100159056011370496,虎,处女座
0,100159065784098816,鼠,白羊座
0,100159098889744384,牛,巨蟹座
0,100159112865153024,马,摩羯座
0,100159117051080704,兔,处女座
0,100159135493431296,虎,天秤座
0,100159155173097472,兔,水瓶座
0,100159160982216704,猴,水瓶座
0,100159196365365248,鼠,天蝎座
0,100159298786066432,兔,摩羯座
0,100159319619186688,马,狮子座
0,100159617272160256,龙,双子座
0,100159625723674624,狗,白羊座
0,100159641901113344,牛,天秤座
0,100159797375578112,龙,天秤座
0,100159830812565504,马,处女座
0,100159854057402368,虎,巨蟹座
0,100160132609519616,兔,双子座
0,100160206743842816,兔,白羊座
0,100160220782178304,狗,白羊座
0,100160226289287168,虎,天秤座
0,100160241342644224,猴,巨蟹座
0,100160277182980096,龙,天蝎座
0,100160293414936576,兔,双鱼座
0,100160370208440320,猪,处女座
0,100160424059117568,虎,处女座
0,100160448146997248,狗,天蝎座
0,100160539004010496,狗,处女座
0,100160558025179136,猪,射手座
0,100160563062546432,蛇,水瓶座
0,100160699431952384,马,天秤座
0,100160707652780032,马,巨蟹座
0,100160725512134656,牛,摩羯座
0,100160736073396224,牛,狮子座
0,100160781661286400,马,射手座
0,100160791824072704,猴,处女座
0,100160799189278720,狗,金牛座
0,100160870777663488,猴,处女座
0,100161017460850688,狗,双子座
0,100161052772708352,鼠,双子座
0,100161083491778560,马,射手座
0,100161147270377472,狗,摩羯座
0,100161163405852672,虎,水瓶座
0,100161305651486720,兔,白羊座
0,100161358365491200,猴,水瓶座
0,100161438501875712,鼠,水瓶座
0,100161482349117440,羊,天蝎座
0,100161492243492864,猪,摩羯座
0,100161561189462016,羊,射手座
0,100161566289723392,兔,双子座
0,100161568730820608,马,处女座
0,100161605984624640,猴,巨蟹座
0,100161640629567488,鼠,巨蟹座
0,100161686615924736,猪,水瓶座
0,100161694589288448,兔,天蝎座
0,100161712847106048,猪,金牛座
0,100161738344275968,龙,处女座
0,100161844565016576,猴,天秤座
0,100161881332285440,猴,处女座
0,100161929273180160,虎,天蝎座
0,100162045916774400,鼠,金牛座
0,100162066070405120,兔,天蝎座
0,100162096235839488,鼠,天蝎座
0,100162102242082816,蛇,白羊座
0,100162123133911040,狗,狮子座
0,100162178297397248,龙,天秤座
0,100162254843457536,兔,双子座
0,100162382383853568,牛,狮子座
0,100162623187234816,马,狮子座
0,100162754234068992,猴,处女座
0,100162794587467776,兔,处女座
0,100162794868473856,马,处女座
0,100162816775323648,马,天蝎座
0,100162825075859456,猴,巨蟹座
0,100162878540644352,猴,天蝎座
0,100162908769005568,牛,双鱼座
0,100162983331143680,猪,金牛座
0,100163078814466048,牛,双鱼座
0,100163126373691392,猪,白羊座
0,100163129435533312,龙,天秤座
0,100163166685134848,牛,水瓶座
0,100163261392527360,鸡,狮子座
0,100163308494561280,狗,射手座
0,100163333123506176,猴,巨蟹座
0,100163372889702400,马,摩羯座
0,100163377474088960,猴,摩羯座
0,100163458680008704,马,天秤座
0,100163485150261248,鼠,射手座
0,100163572500836352,龙,白羊座
0,100163735483101184,马,摩羯座
0,100163774079086592,龙,巨蟹座
